iso_code;continent;location;date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;stringency_index;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;population;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million
BRA;South America;Brazil;03/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;04/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;05/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;06/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;07/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;08/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;09/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;10/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;11/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;12/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;13/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;14/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;15/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;16/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;17/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;18/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;19/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;20/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;21/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;22/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;23/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;24/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;25/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;26/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;27/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;28/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;29/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;30/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;31/01/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;-723.7;-0.65;-0.65;-3394524
BRA;South America;Brazil;01/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;02/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;03/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;04/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;05/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;06/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;07/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;08/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;09/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;10/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;11/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;12/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;13/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;14/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;15/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;16/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;17/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;18/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;19/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;20/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;21/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;22/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;23/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;24/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;25/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;26/02/2020 00:00;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;27/02/2020 00:00;10;10;;0;5;5;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;28/02/2020 00:00;10;0;;0;5;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;29/02/2020 00:00;10;0;;0;5;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;2427.8;1.14;3.12;11387628
BRA;South America;Brazil;01/03/2020 00:00;10;0;;0;5;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;556;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;02/03/2020 00:00;20;10;;0;9;5;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;03/03/2020 00:00;20;0;;0;9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;04/03/2020 00:00;20;0;;0;9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;05/03/2020 00:00;20;0;;0;9;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;06/03/2020 00:00;30;10;;0;14;5;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;07/03/2020 00:00;80;50;;0;37;23;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;08/03/2020 00:00;130;50;;0;6;23;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;09/03/2020 00:00;190;60;;0;88;28;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;10/03/2020 00:00;250;60;;0;116;28;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;11/03/2020 00:00;250;0;;0;116;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1111;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;12/03/2020 00:00;340;90;;0;158;42;;0;;;;;;;;;;;;;;;;;;;;;;;;;;287;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;13/03/2020 00:00;600;260;;0;279;121;;0;;;;;;;;;;;;;;;;;;;;;;;;;;3796;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;14/03/2020 00:00;770;170;;0;358;79;;0;233;;;;;;;;;;;;;;;;;;;;;;;;;4213;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;15/03/2020 00:00;840;70;;0;39;33;;0;234;;;;;;;;;;;;;;;;;;;;;;;;;4213;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;16/03/2020 00:00;1210;370;;0;562;172;;0;236;;;;;;;;;;;;;;;;;;;;;;;;;4213;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;17/03/2020 00:00;2000;790;;0;929;367;;0;238;;;;;;;;;;;;;;;;;;;;;;;;;5787;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;18/03/2020 00:00;2340;340;;0;1087;158;;0;238;;;;;;;;;;;;;;;;;;;;;;;;;6065;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;19/03/2020 00:00;2910;570;10;10;1352;265;5;5;239;;;;;;;;;;;;;;;;;;;;;;;;;662;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;20/03/2020 00:00;4280;1370;40;30;1988;636;19;14;237;;;;;;;;;;;;;;;;;;;;;;;;;662;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;21/03/2020 00:00;4280;0;40;0;1988;0;19;0;235;;;;;;;;;;;;;;;;;;;;;;;;;7176;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;22/03/2020 00:00;9040;4760;110;70;4199;2211;51;33;232;;;;;;;;;;;;;;;;;;;;;;;;;7176;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;23/03/2020 00:00;9040;0;110;0;4199;0;51;0;227;;;;;;;;;;;;;;;;;;;;;;;;;7176;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;24/03/2020 00:00;15460;6420;250;140;718;2982;116;65;222;;;;;;;;;;;;;;;;;;;;;;;;;7176;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;25/03/2020 00:00;18910;3450;340;90;8783;1602;158;42;218;;;;;;;;;;;;;;;;;;;;;;;;;7176;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;26/03/2020 00:00;22010;3100;460;120;10222;144;214;56;214;;;;;;;;;;;;;;;;;;;;;;;;;7176;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;27/03/2020 00:00;24330;2320;570;110;113;1077;265;51;211;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;28/03/2020 00:00;29150;4820;770;200;13538;2239;358;93;208;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;29/03/2020 00:00;34170;5020;920;150;1587;2331;427;7;205;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;30/03/2020 00:00;39030;4860;1140;220;18127;2257;529;102;203;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;31/03/2020 00:00;42560;3530;1360;220;19767;1639;632;102;20;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;7482.3;2.3;4.48;3509582
BRA;South America;Brazil;01/04/2020 00:00;45790;3230;1590;230;21267;15;738;107;198;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;02/04/2020 00:00;57170;11380;2010;420;26552;5285;934;195;194;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;03/04/2020 00:00;68360;11190;2410;400;31749;5197;1119;186;191;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;04/04/2020 00:00;79100;10740;2990;580;36737;4988;1389;269;189;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;05/04/2020 00:00;90560;11460;3590;600;4206;5322;1667;279;185;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;06/04/2020 00:00;102780;12220;4320;730;47735;5675;2006;339;183;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;07/04/2020 00:00;111300;8520;4860;540;51692;3957;2257;251;18;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;08/04/2020 00:00;120560;9260;5530;670;55993;4301;2568;311;177;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;09/04/2020 00:00;137170;16610;6670;1140;63707;7714;3098;529;174;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;10/04/2020 00:00;159270;22100;8000;1330;73971;10264;3716;618;171;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;11/04/2020 00:00;178570;19300;9410;1410;82935;8964;437;655;169;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;12/04/2020 00:00;196380;17810;10560;1150;91207;8272;4904;534;167;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;13/04/2020 00:00;207270;10890;11240;680;96264;5058;522;316;165;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;14/04/2020 00:00;221690;14420;12230;990;102961;6697;568;46;164;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;15/04/2020 00:00;234300;12610;13280;1050;108818;5857;6168;488;163;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;16/04/2020 00:00;252620;18320;15320;2040;117327;8509;7115;947;161;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;17/04/2020 00:00;283200;30580;17360;2040;131529;14203;8063;947;16;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;18/04/2020 00:00;304250;21050;19240;1880;141306;9776;8936;873;159;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;19/04/2020 00:00;336820;32570;21410;2170;156432;15127;9944;1008;157;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;20/04/2020 00:00;365990;29170;23470;2060;16998;13548;109;957;156;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;21/04/2020 00:00;386540;20550;24620;1150;179524;9544;11434;534;155;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;22/04/2020 00:00;405810;19270;25750;1130;188474;895;11959;525;154;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;23/04/2020 00:00;430790;24980;27410;1660;200076;11602;1273;771;154;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;24/04/2020 00:00;457570;26780;29060;1650;212513;12438;13497;766;153;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;25/04/2020 00:00;494920;37350;33130;4070;22986;17347;15387;189;153;;;;;;;;;;;;;;;;;;;;;;;;;7454;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;26/04/2020 00:00;529950;35030;36700;3570;246129;16269;17045;1658;152;;;;;;;;;179698.0;;0.838;;;;tests performed;;;;;;;;;;7731;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;27/04/2020 00:00;585090;55140;40160;3460;271739;25609;18652;1607;151;;;;;;;;;187145.0;7447.0;0.873;0.035;;;tests performed;;;;;;;;;;7731;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
BRA;South America;Brazil;28/04/2020 00:00;618880;33790;42050;1890;287432;15693;1953;878;15;;;;;;;;;189730.0;2585.0;0.885;0.012;;;tests performed;;;;;;;;;;7731;2504;335;8552;506;14103452;3.4;177961;811;10.1;17.9;;22;7588;765;2153135040;;;;
